Project ID,Class,Requirement
1550,SR,'The software must detect the presence of ransomware in submitted mobile apps in order to maintain system integrity.'
1155,SR,'The tool will monitor TLS network traffic to detect security anomalies.'
1516,NSR,'The platform will support bulk submission of samples for batch authentication processing.'
1300,SR,'The software shall require users to change default passwords upon first login to ensure confidentiality and integrity of sensitive data.'
740,NSR,'The software shall implement dependency injection to improve testability of individual components.'
3108,SR,'The platform must be easily updatable with security patches without disrupting service.'
80,NSR,'The system shall enable motion detection'
1541,SR,'The agent shall require users to change default passwords upon first login to prevent exploitation by malicious actors.'
1825,SR,'The software should implement end-to-end encryption for personal messages as part of the defence-in-depth security strategy.'
1781,SR,'The framework shall verify the integrity of personal using cryptographic checksums to prevent exploitation by malicious actors.'
1545,SR,'The module will alert on connections to known cryptocurrency mining pool endpoints to ensure compliance with security best practices.'
47,SR,'The system shall enable the administrator to log into the system and to upload the captured traffic data into the analysis system so as to be accessed by any other administrators available. '
738,SR,'The software shall protect private keys from unauthorized extraction or export to prevent exploitation by malicious actors.'
902,SR,'The platform will correlate network events against threat intelligence blacklists.'
1244,NSR,"'The portal must allow users to register an account by providing their username, email address, and contact number.'"
23,NSR,'The system shall allow general users to only have access through the user interface.'
1685,SR,'The system should validate input sanitization to prevent sensitive data exposure injection attacks to ensure compliance with security best practices.'
1215,NSR,'The portal will use less than 256MB of RAM during standard operation.'
103,SR,"'The system shall collect and analyse data that the child is typing and if it captures certain keywords or a continuous sequence of expletive, it should send an alert through text to the parent. '"
2892,SR,'The component shall classify detected spyware into known malware families in order to maintain system integrity.'
